Mod:Item:MetaData, Localized Name
ironbackpacks:upgrade:12, Basic Filter Upgrade
ironbackpacks:upgrade:13, Fuzzy Filter Upgrade
ironbackpacks:upgrade:14, Ore Dictionary Filter Upgrade
ironbackpacks:upgrade:15, Mod Specific Filter Upgrade
ironbackpacks:upgrade:16, Void Filter Upgrade
ironbackpacks:upgrade:17, Advanced Filter Upgrade
ironbackpacks:upgrade:18, Mining Filter Upgrade
ironbackpacks:upgrade:19, Restocking Upgrade
ironbackpacks:crafting:0, Upgrade Core
ironchest:ironGoldUpgrade, Iron to Gold Chest Upgrade
ironchest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
ironchest:copperSilverUpgrade, Copper to Silver Chest Upgrade
ironchest:silverGoldUpgrade, Silver to Gold Chest Upgrade
ironchest:copperIronUpgrade, Copper to Iron Chest Upgrade
ironchest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
ironchest:woodIronUpgrade, Wood to Iron Chest Upgrade
ironchest:woodCopperUpgrade, Wood to Copper Chest Upgrade
ironchest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
ironchest:BlockIronChest:0, Iron Chest
ironchest:BlockIronChest:1, Gold Chest
ironchest:BlockIronChest:2, Diamond Chest
ironchest:BlockIronChest:3, Copper Chest
ironchest:BlockIronChest:4, Silver Chest
ironchest:BlockIronChest:5, Crystal Chest
ironchest:BlockIronChest:6, Obsidian Chest
ironchest:BlockIronChest:7, DirtChest 9000!
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:edibles:10, Potash Apple
natura:edibles:11, Cactus Juice
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:seed_bags:0, Wheat Seed Bag
natura:seed_bags:1, Carrot Bag
natura:seed_bags:2, Potato Bag
natura:seed_bags:3, Nether Wart Bag
natura:sticks:0, Maple Sticks
natura:sticks:1, Silverbell Sticks
natura:sticks:2, Amaranth Sticks
natura:sticks:3, Tiger Sticks
natura:sticks:4, Willow Sticks
natura:sticks:5, Eucalyptus Sticks
natura:sticks:6, Hopseed Sticks
natura:sticks:7, Sakura Sticks
natura:sticks:8, Redwood Sticks
natura:sticks:9, Ghostwood Sticks
natura:sticks:10, Darkwood Sticks
natura:sticks:11, Fusewood Sticks
natura:sticks:12, Bloodwood Sticks
natura:bonemeal_bag, Bone Meal Bag
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, Topiary Grass Stairs
natura:colored_grass_stairs_bluegrass:0, Bluegrass Stairs
natura:colored_grass_stairs_autumnal:0, Autumnal Grass Stairs
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:bluebells_flower:0, Bluebells
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:barley_crop:0, tile.natura.barley_crop.name
natura:cotton_crop:0, tile.natura.cotton_crop.name
natura:overworld_door_eucalyptus:0, tile.natura.overworld_door_eucalyptus.name
natura:overworld_door_hopseed:0, tile.natura.overworld_door_hopseed.name
natura:overworld_door_sakura:0, tile.natura.overworld_door_sakura.name
natura:overworld_door_redwood:0, tile.natura.overworld_door_redwood.name
natura:overworld_door_redwood_bark:0, tile.natura.overworld_door_redwood_bark.name
natura:saguaro:0, Saguaro Cactus
natura:saguaro_baby:0, Baby Saguaro Cactus
natura:saguaro_fruit:0, Saguaro Fruit
natura:overworld_seeds:0, Barley Seeds
natura:overworld_seeds:1, Cotton Seeds
natura:overworld_seed_bags:0, Barley Seed Bag
natura:overworld_seed_bags:1, Cotton Seed Bag
natura:overworld_doors:0, Eucalyptus Door
natura:overworld_doors:1, Hopseed Door
natura:overworld_doors:2, Sakura Door
natura:overworld_doors:3, Redwood Door
natura:overworld_doors:4, Redwood Bark Door
natura:saguaro_fruit_item, Saguaro Fruit
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_logs2:0, Bloodwood
natura:nether_logs2:15, Bloodwood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Fusewood Sapling
natura:nether_sapling:2, Darkwood Sapling
natura:nether_sapling2:0, Bloodwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_thorn_vines:0, Thornvines
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, Duskberry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
natura:nether_glowshroom:0, Green Glowshroom
natura:nether_glowshroom:1, Blue Glowshroom
natura:nether_glowshroom:2, Purple Glowshroom
natura:nether_green_large_glowshroom:0, Green Glowshroom
natura:nether_blue_large_glowshroom:0, Blue Glowshroom
natura:nether_purple_large_glowshroom:0, Purple Glowshroom
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:blaze_hopper:0, Blaze Hopper
natura:nether_lever:0, Lever
natura:nether_button:0, Button
natura:nether_pressure_plate:0, Pressure Plate
natura:blaze_rail:0, Blaze Rail
natura:blaze_rail_golden:0, Powered Blaze Rail
natura:blaze_rail_activator:0, Activator Blaze Rail
natura:blaze_rail_detector:0, Detector Blaze Rail
natura:netherrack_furnace:0, Nether Furnace
natura:lit_netherrack_furnace:0, Nether Furnace
natura:nether_doors:0, Ghostwood Door
natura:nether_doors:1, Bloodwood Door
natura:maple_button:0, Maple Button
natura:maple_pressure_plate:0, Maple Prssure Plate
natura:maple_trap_door:0, Maple Trap Door
natura:maple_fence:0, Maple Fence
natura:maple_fence_gate:0, Maple Fence Gate
natura:silverbell_button:0, Silverbell Button
natura:silverbell_pressure_plate:0, Silverbell Prssure Plate
natura:silverbell_trap_door:0, Silverbell Trap Door
natura:silverbell_fence:0, Silverbell Fence
natura:silverbell_fence_gate:0, Silverbell Fence Gate
natura:amaranth_button:0, Amaranth Button
natura:amaranth_pressure_plate:0, Amaranth Prssure Plate
natura:amaranth_trap_door:0, Amaranth Trap Door
natura:amaranth_fence:0, Amaranth Fence
natura:amaranth_fence_gate:0, Amaranth Fence Gate
natura:tiger_button:0, Tiger Button
natura:tiger_pressure_plate:0, Tiger Prssure Plate
natura:tiger_trap_door:0, Tiger Trap Door
natura:tiger_fence:0, Tiger Fence
natura:tiger_fence_gate:0, Tiger Fence Gate
natura:willow_button:0, Willow Button
natura:willow_pressure_plate:0, Willow Prssure Plate
natura:willow_trap_door:0, Willow Trap Door
natura:willow_fence:0, Willow Fence
natura:willow_fence_gate:0, Willow Fence Gate
natura:eucalyptus_button:0, Eucalyptus Button
natura:eucalyptus_pressure_plate:0, Eucalyptus Prssure Plate
natura:eucalyptus_trap_door:0, Eucalyptus Trap Door
natura:eucalyptus_fence:0, Eucalyptus Fence
natura:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
natura:hopseed_button:0, Hopseed Button
natura:hopseed_pressure_plate:0, Hopseed Prssure Plate
natura:hopseed_trap_door:0, Hopseed Trap Door
natura:hopseed_fence:0, Hopseed Fence
natura:hopseed_fence_gate:0, Hopseed Fence Gate
natura:sakura_button:0, Sakura Button
natura:sakura_pressure_plate:0, Sakura Prssure Plate
natura:sakura_trap_door:0, Sakura Trap Door
natura:sakura_fence:0, Sakura Fence
natura:sakura_fence_gate:0, Sakura Fence Gate
natura:redwood_button:0, Redwood Button
natura:redwood_pressure_plate:0, Redwood Prssure Plate
natura:redwood_trap_door:0, Redwood Trap Door
natura:redwood_fence:0, Redwood Fence
natura:redwood_fence_gate:0, Redwood Fence Gate
natura:overworld_bookshelves:0, Maple Bookshelf
natura:overworld_bookshelves:1, Silverbell Bookshelf
natura:overworld_bookshelves:2, Amaranth Bookshelf
natura:overworld_bookshelves:3, Tiger Bookshelf
natura:overworld_bookshelves:4, Willow Bookshelf
natura:overworld_bookshelves:5, Eucalyptus Bookshelf
natura:overworld_bookshelves:6, Hopseed Bookshelf
natura:overworld_bookshelves:7, Sakura Bookshelf
natura:overworld_bookshelves:8, Redwood Bookshelf
natura:overworld_workbenches:0, Maple Workbench
natura:overworld_workbenches:1, Silverbell Workbench
natura:overworld_workbenches:2, Amaranth Workbench
natura:overworld_workbenches:3, Tiger Workbench
natura:overworld_workbenches:4, Willow Workbench
natura:overworld_workbenches:5, Eucalyptus Workbench
natura:overworld_workbenches:6, Hopseed Workbench
natura:overworld_workbenches:7, Sakura Workbench
natura:overworld_workbenches:8, Redwood Workbench
natura:ghostwood_button:0, Ghostwood Button
natura:ghostwood_pressure_plate:0, Ghostwood Prssure Plate
natura:ghostwood_trap_door:0, Ghostwood Trap Door
natura:ghostwood_fence:0, Ghostwood Fence
natura:ghostwood_fence_gate:0, Ghostwood Fence Gate
natura:bloodwood_button:0, Bloodwood Button
natura:bloodwood_pressure_plate:0, Bloodwood Prssure Plate
natura:bloodwood_trap_door:0, Bloodwood Trap Door
natura:bloodwood_fence:0, Bloodwood Fence
natura:bloodwood_fence_gate:0, Bloodwood Fence Gate
natura:fusewood_button:0, Fusewood Button
natura:fusewood_pressure_plate:0, Fusewood Prssure Plate
natura:fusewood_trap_door:0, Fusewood Trap Door
natura:fusewood_fence:0, Fusewood Fence
natura:fusewood_fence_gate:0, Fusewood Fence Gate
natura:darkwood_button:0, Darkwood Button
natura:darkwood_pressure_plate:0, Darkwood Prssure Plate
natura:darkwood_trap_door:0, Darkwood Trap Door
natura:darkwood_fence:0, Darkwood Fence
natura:darkwood_fence_gate:0, Darkwood Fence Gate
natura:nether_bookshelves:0, Ghostwood Bookshelf
natura:nether_bookshelves:1, Bloodwood Bookshelf
natura:nether_bookshelves:2, Darkwood Bookshelf
natura:nether_bookshelves:3, Fusewood Bookshelf
natura:nether_workbenches:0, Maple Workbench
natura:nether_workbenches:1, Bloodwood Workbench
natura:nether_workbenches:2, Darkwood Workbench
natura:nether_workbenches:3, Fusewood Workbench
natura:imp_armor_helmet, Impskin Helmet
natura:imp_armor_chestplate, Impskin Jerkin
natura:imp_armor_leggings, Impskin Leggings
natura:imp_armor_boots, Impskin Boots
natura:ghostwood_sword, Ghostwood Sword
natura:ghostwood_pickaxe, Ghostwood Pickaxe
natura:ghostwood_shovel, Ghostwood Shovel
natura:ghostwood_axe, Ghostwood Hatchet
natura:ghostwood_kama, Ghostwood Kama
natura:ghostwood_bow, Ghostwood Bow
natura:bloodwood_sword, Bloodwood Sword
natura:bloodwood_pickaxe, Bloodwood Pickaxe
natura:bloodwood_shovel, Bloodwood Shovel
natura:bloodwood_axe, Bloodwood Hatchet
natura:bloodwood_kama, Bloodwood Kama
natura:bloodwood_bow, Bloodwood Bow
natura:darkwood_sword, Darkwood Sword
natura:darkwood_pickaxe, Darkwood Pickaxe
natura:darkwood_shovel, Darkwood Shovel
natura:darkwood_axe, Darkwood Hatchet
natura:darkwood_kama, Darkwood Kama
natura:darkwood_bow, Darkwood Bow
natura:fusewood_sword, Fusewood Sword
natura:fusewood_pickaxe, Fusewood Pickaxe
natura:fusewood_shovel, Fusewood Shovel
natura:fusewood_axe, Fusewood Hatchet
natura:fusewood_kama, Fusewood Kama
natura:fusewood_bow, Fusewood Bow
natura:netherquartz_sword, Quartz Sword
natura:netherquartz_pickaxe, Quartz Pickaxe
natura:netherquartz_shovel, Quartz Shovel
natura:netherquartz_axe, Quartz Hatchet
natura:netherquartz_kama, Quartz Kama
natura:flint_and_blaze, Flint and Blaze
harvestcraft:pamblackberryCrop, tile.pamblackberryCrop.name
harvestcraft:blackberryItem, Blackberry
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:pamblueberryCrop, tile.pamblueberryCrop.name
harvestcraft:blueberryItem, Blueberry
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:pamcandleberryCrop, tile.pamcandleberryCrop.name
harvestcraft:candleberryItem, Candleberry
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:pamraspberryCrop, tile.pamraspberryCrop.name
harvestcraft:raspberryItem, Raspberry
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:pamstrawberryCrop, tile.pamstrawberryCrop.name
harvestcraft:strawberryItem, Strawberry
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:pamcactusfruitCrop, tile.pamcactusfruitCrop.name
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:pamasparagusCrop, tile.pamasparagusCrop.name
harvestcraft:asparagusItem, Asparagus
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:pambarleyCrop, tile.pambarleyCrop.name
harvestcraft:barleyItem, Barley
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:pamoatsCrop, tile.pamoatsCrop.name
harvestcraft:oatsItem, Oats
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:pamryeCrop, tile.pamryeCrop.name
harvestcraft:ryeItem, Rye
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:pamcornCrop, tile.pamcornCrop.name
harvestcraft:cornItem, Corn
harvestcraft:cornseedItem, Corn Seed
harvestcraft:pambambooshootCrop, tile.pambambooshootCrop.name
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:pamcantaloupeCrop, tile.pamcantaloupeCrop.name
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:pamcucumberCrop, tile.pamcucumberCrop.name
harvestcraft:cucumberItem, Cucumber
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:pamwintersquashCrop, tile.pamwintersquashCrop.name
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:pamzucchiniCrop, tile.pamzucchiniCrop.name
harvestcraft:zucchiniItem, Zucchini
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:pambeetCrop, tile.pambeetCrop.name
harvestcraft:beetItem, Beet
harvestcraft:beetseedItem, Beet Seed
harvestcraft:pamonionCrop, tile.pamonionCrop.name
harvestcraft:onionItem, Onion
harvestcraft:onionseedItem, Onion Seed
harvestcraft:pamparsnipCrop, tile.pamparsnipCrop.name
harvestcraft:parsnipItem, Parsnip
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:pampeanutCrop, tile.pampeanutCrop.name
harvestcraft:peanutItem, Peanut
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:pamradishCrop, tile.pamradishCrop.name
harvestcraft:radishItem, Radish
harvestcraft:radishseedItem, Radish Seed
harvestcraft:pamrutabagaCrop, tile.pamrutabagaCrop.name
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:pamsweetpotatoCrop, tile.pamsweetpotatoCrop.name
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:pamturnipCrop, tile.pamturnipCrop.name
harvestcraft:turnipItem, Turnip
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:pamrhubarbCrop, tile.pamrhubarbCrop.name
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:pamceleryCrop, tile.pamceleryCrop.name
harvestcraft:celeryItem, Celery
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:pamgarlicCrop, tile.pamgarlicCrop.name
harvestcraft:garlicItem, Garlic
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:pamgingerCrop, tile.pamgingerCrop.name
harvestcraft:gingerItem, Ginger
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:pamspiceleafCrop, tile.pamspiceleafCrop.name
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:pamtealeafCrop, tile.pamtealeafCrop.name
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:teaseedItem, Tea Seed
harvestcraft:pamcoffeebeanCrop, tile.pamcoffeebeanCrop.name
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:pammustardseedsCrop, tile.pammustardseedsCrop.name
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:pambroccoliCrop, tile.pambroccoliCrop.name
harvestcraft:broccoliItem, Broccoli
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:pamcauliflowerCrop, tile.pamcauliflowerCrop.name
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:pamleekCrop, tile.pamleekCrop.name
harvestcraft:leekItem, Leek
harvestcraft:leekseedItem, Leek Seed
harvestcraft:pamlettuceCrop, tile.pamlettuceCrop.name
harvestcraft:lettuceItem, Lettuce
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:pamscallionCrop, tile.pamscallionCrop.name
harvestcraft:scallionItem, Scallion
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:pamartichokeCrop, tile.pamartichokeCrop.name
harvestcraft:artichokeItem, Artichoke
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:pambrusselsproutCrop, tile.pambrusselsproutCrop.name
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:pamcabbageCrop, tile.pamcabbageCrop.name
harvestcraft:cabbageItem, Cabbage
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:pamspinachCrop, tile.pamspinachCrop.name
harvestcraft:spinachItem, Spinach
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:pamwhitemushroomCrop, tile.pamwhitemushroomCrop.name
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:pambeanCrop, tile.pambeanCrop.name
harvestcraft:beanItem, Beans
harvestcraft:beanseedItem, Bean Seed
harvestcraft:pamsoybeanCrop, tile.pamsoybeanCrop.name
harvestcraft:soybeanItem, Soybean
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:pambellpepperCrop, tile.pambellpepperCrop.name
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:pamchilipepperCrop, tile.pamchilipepperCrop.name
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:pameggplantCrop, tile.pameggplantCrop.name
harvestcraft:eggplantItem, Eggplant
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:pamokraCrop, tile.pamokraCrop.name
harvestcraft:okraItem, Okra
harvestcraft:okraseedItem, Okra Seed
harvestcraft:pampeasCrop, tile.pampeasCrop.name
harvestcraft:peasItem, Peas
harvestcraft:peasseedItem, Peas Seed
harvestcraft:pamtomatoCrop, tile.pamtomatoCrop.name
harvestcraft:tomatoItem, Tomato
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:pamcottonCrop, tile.pamcottonCrop.name
harvestcraft:cottonItem, Cotton
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pampineappleCrop, tile.pampineappleCrop.name
harvestcraft:pineappleItem, Pineapple
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:pamgrapeCrop, tile.pamgrapeCrop.name
harvestcraft:grapeItem, Grape
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:pamkiwiCrop, tile.pamkiwiCrop.name
harvestcraft:kiwiItem, Kiwi
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:pamcranberryCrop, tile.pamcranberryCrop.name
harvestcraft:cranberryItem, Cranberry
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:pamriceCrop, tile.pamriceCrop.name
harvestcraft:riceItem, Rice
harvestcraft:riceseedItem, Rice Seed
harvestcraft:pamseaweedCrop, tile.pamseaweedCrop.name
harvestcraft:seaweedItem, Seaweed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:pamcurryleafCrop, tile.pamcurryleafCrop.name
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:pamsesameseedsCrop, tile.pamsesameseedsCrop.name
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:pamwaterchestnutCrop, tile.pamwaterchestnutCrop.name
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateItem, Date
harvestcraft:pamDate, tile.pamDate.name
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaItem, Papaya
harvestcraft:pamPapaya, tile.pamPapaya.name
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryItem, Cherry
harvestcraft:pamCherry, tile.pamCherry.name
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figItem, Fig
harvestcraft:pamFig, tile.pamFig.name
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:pamDragonfruit, tile.pamDragonfruit.name
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamApple, tile.pamApple.name
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonItem, Lemon
harvestcraft:pamLemon, tile.pamLemon.name
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearItem, Pear
harvestcraft:pamPear, tile.pamPear.name
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveItem, Olive
harvestcraft:pamOlive, tile.pamOlive.name
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:pamGrapefruit, tile.pamGrapefruit.name
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:pamPomegranate, tile.pamPomegranate.name
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewItem, Cashew
harvestcraft:pamCashew, tile.pamCashew.name
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:pamVanillabean, tile.pamVanillabean.name
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruitItem, Starfruit
harvestcraft:pamStarfruit, tile.pamStarfruit.name
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaItem, Banana
harvestcraft:pamBanana, tile.pamBanana.name
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumItem, Plum
harvestcraft:pamPlum, tile.pamPlum.name
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoItem, Avocado
